Codigo_temporada,Codigo_competicion,Codigo_fase,Codigo_grupo,Jornada,Partido,Codigo_equipo1,Codigo_equipo2,Resultado1,Resultado2,Codigo_campo,Fecha,Hora,Programado,Estado,Nombre_temporada,Nombre_competicion,Nombre_fase,Nombre_grupo,Nombre_deporte,Nombre_categoria,Nombre_jornada,Equipo_local,Equipo_visitante,Campo,Sexo_grupo,Distrito,Observaciones,SISTEMA_COMPETICION,COORD_X_CAMPO,COORD_Y_CAMPO,Color_Camiseta_1,Color_Camiseta_2
2025,8947,9890,27927,13,3,178999,179189,5,1,85,2026-02-07,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,13,distrito 19,señores lobo,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,rosa,amarillo
2025,8947,9890,27927,13,2,178020,178603,3,1,85,2026-02-07,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,13,inter de madrid fs,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscura,verde
2025,8947,9890,27927,13,1,178138,178152,6,0,85,2026-02-07,10:00,1,n,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,13,panceta f.c.,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,negra
2025,8947,9890,27927,2,3,179189,178999,3,4,85,2025-10-25,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,2,señores lobo,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,rosa
2025,8947,9890,27927,2,2,178152,178138,12,2,85,2025-10-25,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,2,whitelions fc,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,negra,naranja
2025,8947,9890,27927,2,1,178603,178020,0,2,85,2025-10-25,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,2,racing belladona,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,azul oscura
2025,8947,9890,27927,1,3,178347,179109,1,2,85,2025-10-18,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,1,chichos,sxv7nffox,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,blanca
2025,8947,9890,27927,1,2,178358,179017,0,4,85,2025-10-18,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,1,cd almirantes,u.d. sparta de madrid,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,blanca
2025,8947,9890,27927,1,1,178579,178152,2,7,85,2025-10-18,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,1,borra- chuzos,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,franjas blanco y negro,negra
2025,8947,9890,27927,6,3,179017,178138,17,0,85,2025-11-29,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,6,u.d. sparta de madrid,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,naranja
2025,8947,9890,27927,6,2,179109,178603,10,0,85,2025-11-29,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,6,sxv7nffox,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,verde
2025,8947,9890,27927,6,1,178347,177863,2,4,85,2025-11-29,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,6,chichos,costa rica z,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,blanco
2025,8947,9890,27927,5,5,178347,178152,7,1,85,2025-11-22,14:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,5,chichos,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,negra
2025,8947,9890,27927,5,4,178020,179017,2,5,85,2025-11-22,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,5,inter de madrid fs,u.d. sparta de madrid,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscura,blanca
2025,8947,9890,27927,5,3,178999,178579,2,0,85,2025-11-22,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,5,distrito 19,borra- chuzos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,rosa,franjas blanco y negro
2025,8947,9890,27927,5,2,177863,178358,4,1,85,2025-11-22,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,5,costa rica z,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanco,naranja
2025,8947,9890,27927,5,1,178138,179109,0,8,85,2025-11-22,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,5,panceta f.c.,sxv7nffox,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,blanca
2025,8947,9890,27927,4,4,178152,178603,4,0,85,2025-11-15,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,4,whitelions fc,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,negra,verde
2025,8947,9890,27927,4,3,179109,178020,3,2,85,2025-11-15,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,4,sxv7nffox,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,azul oscura
2025,8947,9890,27927,4,2,179189,178138,3,5,85,2025-11-15,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,4,señores lobo,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,naranja
2025,8947,9890,27927,4,1,179017,178999,3,6,85,2025-12-27,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,4,u.d. sparta de madrid,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,rosa
2025,8947,9890,27927,3,3,178358,178152,3,5,85,2025-11-01,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,3,cd almirantes,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,negra
2025,8947,9890,27927,3,2,178347,178579,3,1,85,2025-11-01,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,3,chichos,borra- chuzos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,franjas blanco y negro
2025,8947,9890,27927,3,1,177863,179017,2,0,85,2025-11-01,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,3,costa rica z,u.d. sparta de madrid,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanco,blanca
2025,8947,9890,27927,12,5,178603,178999,0,2,85,2026-01-31,14:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,12,racing belladona,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,rosa
2025,8947,9890,27927,12,4,179189,177863,0,3,85,2026-01-31,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,12,señores lobo,costa rica z,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,blanco
2025,8947,9890,27927,12,3,179109,178347,1,4,85,2026-01-31,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,12,sxv7nffox,chichos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,azul oscuro
2025,8947,9890,27927,12,2,179017,178358,2,3,85,2026-01-31,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,12,u.d. sparta de madrid,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,naranja
2025,8947,9890,27927,12,1,178138,178020,5,4,85,2026-01-31,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,12,panceta f.c.,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,azul oscura
2025,8947,9890,27927,11,5,178020,178152,1,5,85,2026-01-24,14:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,11,inter de madrid fs,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscura,negra
2025,8947,9890,27927,11,4,179189,178347,3,2,85,2026-01-24,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,11,señores lobo,chichos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,azul oscuro
2025,8947,9890,27927,11,3,178603,177863,0,10,85,2026-01-24,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,11,racing belladona,costa rica z,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,blanco
2025,8947,9890,27927,11,2,178138,178999,3,4,85,2026-01-24,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,11,panceta f.c.,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,rosa
2025,8947,9890,27927,11,1,179109,178358,6,2,85,2026-01-24,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,11,sxv7nffox,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,naranja
2025,8947,9890,27927,10,4,178152,179017,0,0,85,2026-02-14,13:00,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,10,whitelions fc,u.d. sparta de madrid,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,negra,blanca
2025,8947,9890,27927,10,3,178358,179189,0,0,85,2026-02-14,12:00,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,10,cd almirantes,señores lobo,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,amarillo
2025,8947,9890,27927,10,2,178579,179109,0,0,85,2026-02-14,11:00,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,10,borra- chuzos,sxv7nffox,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,franjas blanco y negro,blanca
2025,8947,9890,27927,10,1,178347,178603,0,0,85,2026-02-14,10:00,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,10,chichos,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,verde
2025,8947,9890,27927,9,5,179189,178579,2,5,85,2026-01-10,14:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,9,señores lobo,borra- chuzos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,franjas blanco y negro
2025,8947,9890,27927,9,4,178603,178358,1,7,85,2026-01-10,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,9,racing belladona,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,naranja
2025,8947,9890,27927,9,3,178999,178152,1,3,85,2026-01-10,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,9,distrito 19,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,rosa,negra
2025,8947,9890,27927,9,2,178020,177863,1,4,85,2026-01-10,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,9,inter de madrid fs,costa rica z,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscura,blanco
2025,8947,9890,27927,9,1,178138,178347,4,3,85,2026-01-10,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,9,panceta f.c.,chichos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,azul oscuro
2025,8947,9890,27927,8,6,177863,178999,0,0,85,2026-02-14,09:00,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,8,costa rica z,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanco,rosa
2025,8947,9890,27927,8,5,178347,178020,0,0,85,2026-03-28,09:00,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,8,chichos,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,azul oscura
2025,8947,9890,27927,8,4,178358,178138,7,3,85,2025-12-20,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,8,cd almirantes,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,naranja
2025,8947,9890,27927,8,3,178579,178603,2,1,85,2025-12-20,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,8,borra- chuzos,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,franjas blanco y negro,verde
2025,8947,9890,27927,8,2,178152,179109,1,2,85,2025-12-20,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,8,whitelions fc,sxv7nffox,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,negra,blanca
2025,8947,9890,27927,8,1,179017,179189,4,1,85,2025-12-20,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,8,u.d. sparta de madrid,señores lobo,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,amarillo
2025,8947,9890,27927,7,5,178603,179017,1,2,85,2025-12-13,14:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,7,racing belladona,u.d. sparta de madrid,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,blanca
2025,8947,9890,27927,7,4,178138,178579,2,4,85,2025-12-13,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,7,panceta f.c.,borra- chuzos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,franjas blanco y negro
2025,8947,9890,27927,7,3,178020,178358,3,5,85,2025-12-13,12:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,7,inter de madrid fs,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscura,naranja
2025,8947,9890,27927,7,2,178999,178347,2,3,85,2025-12-13,11:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,7,distrito 19,chichos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,rosa,azul oscuro
2025,8947,9890,27927,7,1,177863,178152,3,2,85,2025-12-13,10:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,7,costa rica z,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanco,negra
2025,8947,9890,27927,6,5,178358,178999,2,4,85,2025-11-29,14:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,6,cd almirantes,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,rosa
2025,8947,9890,27927,6,4,178579,178020,0,1,85,2025-11-29,13:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,6,borra- chuzos,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,franjas blanco y negro,azul oscura
2025,8940,9862,29850,6,1,182882,182890,0,0,85,2026-03-13,16:45,1,a,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm car sab mañ fs cad mas,futbol sala,cadete masculino,6,"em aluche fs ""y""","em aluche fs ""z""",polideportiva 9 aluche,m,carabanchel,,liga,-3.772203,40.383207,coral,coral
2025,8947,9890,27973,14,2,182739,183437,0,0,85,2026-03-13,18:45,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat fs pbj vie,futbol sala,prebenjamin mixto,14,"em aluche fs ""y""",enriqueta aymer sscc a,polideportiva 9 aluche,x,latina,,liga,-3.772203,40.383207,coral,azul
2025,8947,9890,27973,14,1,182743,182728,0,0,85,2026-03-13,17:45,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat fs pbj vie,futbol sala,prebenjamin mixto,14,"em aluche fs ""z""","em aluche fs ""x""",polideportiva 9 aluche,x,latina,,liga,-3.772203,40.383207,coral,coral
2025,8947,9890,27942,1,2,182851,182229,6,0,85,2025-11-21,18:00,1,f,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat fs inf mas,futbol sala,infantil masculino,1,"em aluche fs ""z""",cd escolapias carabanchel,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,coral,azul
2025,8947,9890,27927,22,5,178358,179109,0,0,85,2026-04-25,14:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,22,cd almirantes,sxv7nffox,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,blanca
2025,8947,9890,27927,22,4,178152,178020,0,0,85,2026-04-25,13:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,22,whitelions fc,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,negra,azul oscura
2025,8947,9890,27927,22,3,177863,178603,0,0,85,2026-04-25,12:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,22,costa rica z,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanco,verde
2025,8947,9890,27927,22,2,178999,178138,0,0,85,2026-04-25,11:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,22,distrito 19,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,rosa,naranja
2025,8947,9890,27927,22,1,178347,179189,0,0,85,2026-04-25,10:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,22,chichos,señores lobo,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,amarillo
2025,8947,9890,27927,21,5,178138,177863,0,0,85,2026-04-18,14:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,21,panceta f.c.,costa rica z,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,blanco
2025,8947,9890,27927,21,4,178603,178347,0,0,85,2026-04-18,13:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,21,racing belladona,chichos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,azul oscuro
2025,8947,9890,27927,21,3,179017,178152,0,0,85,2026-04-18,12:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,21,u.d. sparta de madrid,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,negra
2025,8947,9890,27927,21,2,179109,178579,0,0,85,2026-04-18,11:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,21,sxv7nffox,borra- chuzos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,franjas blanco y negro
2025,8947,9890,27927,21,1,179189,178358,0,0,85,2026-04-18,10:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,21,señores lobo,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,naranja
2025,8947,9890,27927,20,5,178579,179189,0,0,85,2026-04-11,14:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,20,borra- chuzos,señores lobo,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,franjas blanco y negro,amarillo
2025,8947,9890,27927,20,4,178358,178603,0,0,85,2026-04-11,13:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,20,cd almirantes,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,verde
2025,8947,9890,27927,20,3,178347,178138,0,0,85,2026-04-11,12:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,20,chichos,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,naranja
2025,8947,9890,27927,20,2,178152,178999,0,0,85,2026-04-11,11:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,20,whitelions fc,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,negra,rosa
2025,8947,9890,27927,20,1,177863,178020,0,0,85,2026-04-11,10:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,20,costa rica z,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanco,azul oscura
2025,8947,9890,27927,19,5,178020,178347,0,0,85,2026-03-28,14:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,19,inter de madrid fs,chichos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscura,azul oscuro
2025,8947,9890,27927,19,4,178138,178358,0,0,85,2026-03-28,13:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,19,panceta f.c.,cd almirantes,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,naranja
2025,8947,9890,27927,19,3,178603,178579,0,0,85,2026-03-28,12:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,19,racing belladona,borra- chuzos,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,verde,franjas blanco y negro
2025,8947,9890,27927,19,2,179189,179017,0,0,85,2026-03-28,11:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,19,señores lobo,u.d. sparta de madrid,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,amarillo,blanca
2025,8947,9890,27927,19,1,179109,178152,0,0,85,2026-03-28,10:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,19,sxv7nffox,whitelions fc,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,negra
2025,8947,9890,27927,18,5,179017,178603,0,0,85,2026-03-21,14:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,18,u.d. sparta de madrid,racing belladona,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,verde
2025,8947,9890,27927,18,4,178579,178138,0,0,85,2026-03-21,13:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,18,borra- chuzos,panceta f.c.,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,franjas blanco y negro,naranja
2025,8947,9890,27927,18,3,178358,178020,0,0,85,2026-03-21,12:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,18,cd almirantes,inter de madrid fs,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,naranja,azul oscura
2025,8947,9890,27927,18,2,178347,178999,0,0,85,2026-03-21,11:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,18,chichos,distrito 19,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,azul oscuro,rosa
2025,8947,9890,27927,18,1,179109,179189,0,0,85,2026-03-21,10:00,1,r,2025/2026,46 juegos deportivos municipales,fase grupo 46 jdm,jdm lat sab mañ fs sen mas,futbol sala,senior masculino,18,sxv7nffox,señores lobo,polideportiva 9 aluche,m,latina,,liga,-3.772203,40.383207,blanca,amarillo
