Codigo_competicion;Codigo_fase;Codigo_grupo;Jornada;Partido;Codigo_equipo1;Codigo_equipo2;Resultado1;Resultado2;Codigo_campo;Fecha;Hora;Programado;Estado;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_jornada;Equipo_local;Equipo_visitante;Campo;Sexo_grupo;Distrito;SISTEMA_COMPETICION;COORD_X_CAMPO;COORD_Y_CAMPO
8947;9890;27927;13;3;178999;179189;5;1;85;2026-02-07;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;13;DISTRITO 19;SEÑORES LOBO;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;13;2;178020;178603;3;1;85;2026-02-07;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;13;INTER DE MADRID FS;RACING BELLADONA;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;13;1;178138;178152;6;0;85;2026-02-07;10:00;1;N;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;13;PANCETA F.C.;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;2;3;179189;178999;3;4;85;2025-10-25;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;2;SEÑORES LOBO;DISTRITO 19;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;2;2;178152;178138;12;2;85;2025-10-25;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;2;WHITELIONS FC;PANCETA F.C.;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;2;1;178603;178020;0;2;85;2025-10-25;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;2;RACING BELLADONA;INTER DE MADRID FS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;1;3;178347;179109;1;2;85;2025-10-18;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;1;CHICHOS;SXV7NFFOX ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;1;2;178358;179017;0;4;85;2025-10-18;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;1;CD ALMIRANTES;U.D. SPARTA DE MADRID ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;1;1;178579;178152;2;7;85;2025-10-18;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;1;BORRA- CHUZOS;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;6;3;179017;178138;17;0;85;2025-11-29;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;6;U.D. SPARTA DE MADRID ;PANCETA F.C.;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;6;2;179109;178603;10;0;85;2025-11-29;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;6;SXV7NFFOX ;RACING BELLADONA;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;6;1;178347;177863;2;4;85;2025-11-29;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;6;CHICHOS;COSTA RICA Z;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;5;5;178347;178152;7;1;85;2025-11-22;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;5;CHICHOS;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;5;4;178020;179017;2;5;85;2025-11-22;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;5;INTER DE MADRID FS;U.D. SPARTA DE MADRID ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;5;3;178999;178579;2;0;85;2025-11-22;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;5;DISTRITO 19;BORRA- CHUZOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;5;2;177863;178358;4;1;85;2025-11-22;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;5;COSTA RICA Z;CD ALMIRANTES;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;5;1;178138;179109;0;8;85;2025-11-22;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;5;PANCETA F.C.;SXV7NFFOX;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;4;4;178152;178603;4;0;85;2025-11-15;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;4;WHITELIONS FC;RACING BELLADONA;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;4;3;179109;178020;3;2;85;2025-11-15;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;4;SXV7NFFOX ;INTER DE MADRID FS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;4;2;179189;178138;3;5;85;2025-11-15;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;4;SEÑORES LOBO;PANCETA F.C.;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;4;1;179017;178999;3;6;85;2025-12-27;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;4;U.D. SPARTA DE MADRID;DISTRITO 19;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;3;3;178358;178152;3;5;85;2025-11-01;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;3;CD ALMIRANTES;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;3;2;178347;178579;3;1;85;2025-11-01;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;3;CHICHOS;BORRA- CHUZOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;3;1;177863;179017;2;0;85;2025-11-01;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;3;COSTA RICA Z;U.D. SPARTA DE MADRID ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;12;5;178603;178999;0;2;85;2026-01-31;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;12;RACING BELLADONA;DISTRITO 19;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;12;4;179189;177863;0;3;85;2026-01-31;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;12;SEÑORES LOBO;COSTA RICA Z;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;12;3;179109;178347;1;4;85;2026-01-31;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;12;SXV7NFFOX ;CHICHOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;12;2;179017;178358;2;3;85;2026-01-31;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;12;U.D. SPARTA DE MADRID ;CD ALMIRANTES;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;12;1;178138;178020;5;4;85;2026-01-31;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;12;PANCETA F.C.;INTER DE MADRID FS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;11;5;178020;178152;1;5;85;2026-01-24;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;11;INTER DE MADRID FS;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;11;4;179189;178347;3;2;85;2026-01-24;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;11;SEÑORES LOBO;CHICHOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;11;3;178603;177863;0;10;85;2026-01-24;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;11;RACING BELLADONA;COSTA RICA Z;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;11;2;178138;178999;3;4;85;2026-01-24;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;11;PANCETA F.C.;DISTRITO 19;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;11;1;179109;178358;6;2;85;2026-01-24;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;11;SXV7NFFOX ;CD ALMIRANTES;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;10;4;178152;179017;0;0;85;2026-02-14;13:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;10;WHITELIONS FC;U.D. SPARTA DE MADRID;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;10;3;178358;179189;0;0;85;2026-02-14;12:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;10;CD ALMIRANTES;SEÑORES LOBO;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;10;2;178579;179109;0;0;85;2026-02-14;11:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;10;BORRA- CHUZOS;SXV7NFFOX;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;10;1;178347;178603;0;0;85;2026-02-14;10:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;10;CHICHOS;RACING BELLADONA;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;9;5;179189;178579;2;5;85;2026-01-10;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;9;SEÑORES LOBO;BORRA- CHUZOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;9;4;178603;178358;1;7;85;2026-01-10;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;9;RACING BELLADONA;CD ALMIRANTES;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;9;3;178999;178152;1;3;85;2026-01-10;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;9;DISTRITO 19;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;9;2;178020;177863;1;4;85;2026-01-10;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;9;INTER DE MADRID FS;COSTA RICA Z;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;9;1;178138;178347;4;3;85;2026-01-10;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;9;PANCETA F.C.;CHICHOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;8;6;177863;178999;0;0;85;2026-02-14;09:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;8;COSTA RICA Z;DISTRITO 19;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;8;5;178347;178020;0;0;85;2026-03-28;09:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;8;CHICHOS;INTER DE MADRID FS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;8;4;178358;178138;7;3;85;2025-12-20;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;8;CD ALMIRANTES;PANCETA F.C.;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;8;3;178579;178603;2;1;85;2025-12-20;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;8;BORRA- CHUZOS;RACING BELLADONA;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;8;2;178152;179109;1;2;85;2025-12-20;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;8;WHITELIONS FC;SXV7NFFOX ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;8;1;179017;179189;4;1;85;2025-12-20;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;8;U.D. SPARTA DE MADRID ;SEÑORES LOBO;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;7;5;178603;179017;1;2;85;2025-12-13;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;7;RACING BELLADONA;U.D. SPARTA DE MADRID ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;7;4;178138;178579;2;4;85;2025-12-13;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;7;PANCETA F.C.;BORRA- CHUZOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;7;3;178020;178358;3;5;85;2025-12-13;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;7;INTER DE MADRID FS;CD ALMIRANTES;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;7;2;178999;178347;2;3;85;2025-12-13;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;7;DISTRITO 19;CHICHOS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;7;1;177863;178152;3;2;85;2025-12-13;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;7;COSTA RICA Z;WHITELIONS FC;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;6;5;178358;178999;2;4;85;2025-11-29;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;6;CD ALMIRANTES;DISTRITO 19;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;6;4;178579;178020;0;1;85;2025-11-29;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;6;BORRA- CHUZOS;INTER DE MADRID FS;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8940;9862;29850;6;1;182882;182890;0;0;85;2026-03-13;16:45;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CAR SAB MAÑ FS CAD MAS;futsal;CADETE MASCULINO;6;"EM ALUCHE FS ""Y""";"EM ALUCHE FS ""Z""";Centro Deportivo Municipal Aluche;M;Carabanchel;LIGA;-3.772203;40.383207
8947;9890;27942;1;2;182851;182229;6;0;85;2025-11-21;18:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT FS INF MAS;futsal;INFANTIL MASCULINO;1;"EM ALUCHE FS ""Z""";CD ESCOLAPIAS CARABANCHEL;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8947;9890;27927;13;5;178347;179017;0;0;85;2026-02-07;14:00;1;S;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM LAT SAB MAÑ FS SEN MAS;futsal;SENIOR MASCULINO;13;CHICHOS;U.D. SPARTA DE MADRID ;Centro Deportivo Municipal Aluche;M;Latina;LIGA;-3.772203;40.383207
8938;9854;27260;6;3;182362;181627;0;0;95;2026-02-14;16:30;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG FS ALE MXT GRUPO 2;futsal;ALEVIN MIXTO;6;LA SALLE LA PALOMA B;Nª SRA. DELICIAS;Centro Deportivo Municipal La Fundi;X;Arganzuela;LIGA;-3.691159;40.394479
8938;9854;27257;6;4;181654;181918;0;0;95;2026-02-14;15:30;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG FS ALE MXT GRUPO 1;futsal;ALEVIN MIXTO;6;AFA JOAQUIN COSTA B;SAN SATURIO A;Centro Deportivo Municipal La Fundi;X;Arganzuela;LIGA;-3.691159;40.394479
8938;9854;27256;6;5;181942;182199;0;0;95;2026-02-14;13:30;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG FS BEN MXT GRUPO 1;futsal;BENJAMIN MIXTO;6;AFA JOAQUIN COSTA A;"ESCUELA MUNICIPAL ""LA FUNDI""";Centro Deportivo Municipal La Fundi;X;Arganzuela;LIGA;-3.691159;40.394479
8957;9930;28578;9;5;182120;183957;0;0;95;2026-02-14;12:30;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM VIL SAB MAÑ FS INF MAS;futsal;INFANTIL MASCULINO;9;"ESCUELA MUNICIPAL ""LA FUNDI""";ORCASUR FUTSAL;Centro Deportivo Municipal La Fundi;M;Villaverde;LIGA;-3.691159;40.394479
8945;9882;27736;11;3;179624;179923;3;5;103;2026-01-24;17:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR FS SEN MAS VICENTE DEL BOSQUE;futsal;SENIOR MASCULINO;11;C.D.EL PARDO SALA;RAYO KABANO;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27736;11;2;180359;179252;4;4;103;2026-01-24;16:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR FS SEN MAS VICENTE DEL BOSQUE;futsal;SENIOR MASCULINO;11;CLUB DEPORTIVO VILLAAMIL;LA BOMBA;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27736;11;1;180071;179275;0;3;103;2026-01-24;15:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR FS SEN MAS VICENTE DEL BOSQUE;futsal;SENIOR MASCULINO;11;ALGEBROS;La Fabrica;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27736;1;3;179874;180071;11;0;103;2025-10-18;17:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR FS SEN MAS VICENTE DEL BOSQUE;futsal;SENIOR MASCULINO;1;LOS HOMBRES DE SANTI;ALGEBROS;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27736;1;2;179275;179885;3;8;103;2025-10-18;16:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR FS SEN MAS VICENTE DEL BOSQUE;futsal;SENIOR MASCULINO;1;La Fabrica;CELTA DE VIRGOS;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27715;12;5;179661;179484;0;0;103;2026-02-14;10:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE DOM MAÑ FS SEN MAS MONTECARMELO;futsal;SENIOR MASCULINO;12;PARÁLISIS;RAÍCES CFS;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27715;12;4;180237;180222;0;0;103;2026-02-14;11:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE DOM MAÑ FS SEN MAS MONTECARMELO;futsal;SENIOR MASCULINO;12;9LK FC;WORLD PAJAS;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
8945;9882;27715;12;3;180414;179968;0;0;103;2026-02-14;13:00;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE DOM MAÑ FS SEN MAS MONTECARMELO;futsal;SENIOR MASCULINO;12;DAMASO FS;C.F. MADRID RIO NORTE;Centro Deportivo Municipal Vicente del Bosque;M;Fuencarral-El Pardo;LIGA;-3.693519;40.478818
