Codigo_grupo,Jornada,Partido,Codigo_equipo1,Codigo_equipo2,Resultado1,Resultado2,Codigo_campo,Fecha_Hora,Programado,Estado,Nombre_temporada,Nombre_fase,Nombre_grupo,Nombre_deporte,Deporte_ID,Nombre_categoria,Equipo_local,Equipo_visitante,Campo,Sexo_grupo,Distrito,Distrito_ID,SISTEMA_COMPETICION,COORD_X_CAMPO,COORD_Y_CAMPO
1,1,1,98274,98027,0,0,586,2014-11-15T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,MARIA VIRGEN,I. LAS TABLAS,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
1,1,2,97484,97622,0,0,674,2014-11-15T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PARAISO SSCC,SPINOLA- B,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
1,1,3,97815,97621,0,0,589,2014-11-15T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON  - B,SPINOLA  A,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,1,5,97814,96551,0,0,589,2014-11-15T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON - A,PILARISTAS,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,2,1,96551,97815,0,0,511,2014-11-22T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PILARISTAS,SAN RAMON  - B,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
1,2,2,97622,97814,0,0,1784,2014-11-22T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA- B,SAN RAMON - A,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,2,3,97621,98027,0,0,1784,2014-11-22T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA  A,I. LAS TABLAS,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,2,5,97669,98274,0,0,511,2014-11-22T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,R. MAEZTU,MARIA VIRGEN,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
1,3,1,97814,97484,0,0,589,2014-11-29T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON - A,PARAISO SSCC,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,3,2,98274,96551,0,0,586,2014-11-29T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,MARIA VIRGEN,PILARISTAS,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
1,3,3,97622,97669,0,0,1784,2014-11-29T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA- B,R. MAEZTU,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,3,4,98027,97815,0,0,589,2014-11-29T14:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,I. LAS TABLAS,SAN RAMON  - B,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,4,1,97484,97621,0,0,674,2014-12-13T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PARAISO SSCC,SPINOLA  A,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
1,4,3,96551,98027,0,0,511,2014-12-13T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PILARISTAS,I. LAS TABLAS,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
1,4,4,97669,97814,0,0,502,2014-12-20T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,R. MAEZTU,SAN RAMON - A,CDM PRADILLO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44315842,447803025
1,4,5,98274,97622,0,0,586,2014-12-13T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,MARIA VIRGEN,SPINOLA- B,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
1,5,1,96551,97669,0,0,505,2015-01-31T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PILARISTAS,R. MAEZTU,IB ROSA JARDON:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44340522,447984547
1,5,3,97814,98274,0,0,589,2015-01-31T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON - A,MARIA VIRGEN,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,5,4,97621,97622,0,0,1784,2015-01-31T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA  A,SPINOLA- B,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,5,5,97815,97484,0,0,589,2015-01-31T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON  - B,PARAISO SSCC,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,6,1,97622,98027,0,0,1784,2015-01-10T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA- B,I. LAS TABLAS,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,6,2,97484,98274,0,0,674,2015-01-10T09:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PARAISO SSCC,MARIA VIRGEN,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
1,6,4,97814,97621,0,0,589,2015-01-10T14:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON - A,SPINOLA  A,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,6,5,97669,97815,0,0,511,2015-01-10T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,R. MAEZTU,SAN RAMON  - B,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
1,7,1,97815,97814,0,0,589,2015-01-17T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON  - B,SAN RAMON - A,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,7,2,97621,97669,0,0,1784,2015-01-17T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA  A,R. MAEZTU,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,7,4,96551,97622,0,0,1784,2015-01-17T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PILARISTAS,SPINOLA- B,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,7,5,98027,97484,0,0,508,2015-01-17T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,I. LAS TABLAS,PARAISO SSCC,IB IBM:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44371444,447743532
1,8,1,98274,97621,0,0,586,2015-01-24T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,MARIA VIRGEN,SPINOLA  A,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
1,8,2,97669,98027,0,0,568,2015-01-24T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,R. MAEZTU,I. LAS TABLAS,IB PADRE CLARET:EXT:FS:2/AZUL,X,Chamartín,Q1766348,LIGA,44378822,447808221
1,8,3,97622,97815,0,0,1784,2015-01-24T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SPINOLA- B,SAN RAMON  - B,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
1,8,4,97484,96551,0,0,674,2015-01-24T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PARAISO SSCC,PILARISTAS,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
1,9,2,98027,97814,0,0,502,2015-02-07T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,I. LAS TABLAS,SAN RAMON - A,CDM PRADILLO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44315842,447803025
1,9,3,97669,97484,0,0,502,2015-02-07T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,R. MAEZTU,PARAISO SSCC,CDM PRADILLO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44315842,447803025
1,9,4,97815,98274,0,0,589,2015-02-07T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,SAN RAMON  - B,MARIA VIRGEN,Cз S.RAMON Y S.ANTONIO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44254268,447814433
1,9,5,96551,97621,0,0,506,2015-02-07T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,PREBENJAMIN,futsal,Q171401,PREBENJAMIN,PILARISTAS,SPINOLA  A,IB MARCENADO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44302100,447803000
3,1,1,97672,97489,0,13,511,2014-11-15T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,PARAISO - A,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
3,1,2,97624,98251,8,0,1784,2014-11-15T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA A,S. FRCO.DE ASIS,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,1,3,98277,97491,8,4,586,2014-11-15T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,PARAISO - C,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,1,4,97626,98544,10,0,1784,2014-11-15T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,"SANTAMARCA ""B""",Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,2,1,98544,98277,0,6,582,2014-11-22T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",MARIA VIRGEN,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,2,2,98251,97626,2,1,511,2014-11-22T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,S. FRCO.DE ASIS,SPINOLA C,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
3,2,3,97491,97672,4,4,675,2014-11-22T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,R. MAEZTU- A,Cз PARAISO SSCC:EXT:FS:2,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,2,4,97489,97624,3,6,675,2014-11-22T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,SPINOLA A,Cз PARAISO SSCC:EXT:FS:2,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,3,1,97626,97624,2,7,1784,2014-12-03T17:30:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,SPINOLA A,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,3,2,97491,98544,10,2,674,2014-11-29T09:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,"SANTAMARCA ""B""",Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,3,3,98251,97489,2,11,506,2014-11-29T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,S. FRCO.DE ASIS,PARAISO - A,IB MARCENADO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44302100,447803000
3,3,4,97672,98277,3,1,505,2014-11-29T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,MARIA VIRGEN,IB ROSA JARDON:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44340522,447984547
3,4,1,97624,97491,5,1,1784,2014-12-13T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA A,PARAISO - C,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,4,2,98544,97672,2,3,582,2014-12-13T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",R. MAEZTU- A,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,4,3,97489,97626,5,0,674,2014-12-13T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,SPINOLA C,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,4,4,98277,98251,2,4,586,2014-12-13T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,S. FRCO.DE ASIS,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,5,1,98544,97489,0,13,582,2015-01-31T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",PARAISO - A,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,5,2,97672,97626,3,7,1784,2015-01-31T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,SPINOLA C,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,5,3,98277,97624,2,10,586,2015-01-31T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,SPINOLA A,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,5,4,97491,98251,3,2,674,2015-01-31T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,S. FRCO.DE ASIS,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,6,1,98251,97672,7,0,511,2015-01-10T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,S. FRCO.DE ASIS,R. MAEZTU- A,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
3,6,2,97489,98277,8,1,674,2015-01-10T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,MARIA VIRGEN,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,6,3,97624,98544,13,0,1784,2015-01-10T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA A,"SANTAMARCA ""B""",Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,6,4,97626,97491,3,4,1784,2015-01-10T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,PARAISO - C,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,7,1,98277,97626,4,1,586,2015-01-17T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,SPINOLA C,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,7,2,97491,97489,2,3,674,2015-01-17T09:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,PARAISO - A,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,7,3,98544,98251,1,5,582,2015-01-17T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",S. FRCO.DE ASIS,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,7,4,97672,97624,1,14,1784,2015-01-17T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,SPINOLA A,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,8,1,97489,97672,11,0,675,2015-01-24T09:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,R. MAEZTU- A,Cз PARAISO SSCC:EXT:FS:2,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,8,2,98251,97624,2,3,568,2015-01-24T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,S. FRCO.DE ASIS,SPINOLA A,IB PADRE CLARET:EXT:FS:2/AZUL,X,Chamartín,Q1766348,LIGA,44378822,447808221
3,8,3,97491,98277,6,4,674,2015-01-24T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,MARIA VIRGEN,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,8,4,98544,97626,6,3,582,2015-01-24T09:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",SPINOLA C,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,9,1,98277,98544,9,1,586,2015-02-07T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,"SANTAMARCA ""B""",Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,9,2,97626,98251,3,2,1784,2015-02-07T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,S. FRCO.DE ASIS,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,9,3,97672,97491,1,8,511,2015-02-07T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,PARAISO - C,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
3,9,4,97624,97489,7,2,1784,2015-02-07T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA A,PARAISO - A,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,10,1,97624,97626,7,1,1784,2015-02-14T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA A,SPINOLA C,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,10,2,98544,97491,2,10,582,2015-02-14T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",PARAISO - C,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,10,3,97489,98251,6,5,674,2015-02-14T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,S. FRCO.DE ASIS,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,10,4,98277,97672,8,3,586,2015-02-14T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,R. MAEZTU- A,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,11,1,97491,97624,5,6,674,2015-02-21T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,SPINOLA A,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,11,2,97672,98544,1,5,506,2015-02-21T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,"SANTAMARCA ""B""",IB MARCENADO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44302100,447803000
3,11,3,97626,97489,0,5,1784,2015-02-21T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,PARAISO - A,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,11,4,98251,98277,0,0,506,2015-02-21T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,S. FRCO.DE ASIS,MARIA VIRGEN,IB MARCENADO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44302100,447803000
3,12,1,97489,98544,10,0,675,2015-02-28T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,"SANTAMARCA ""B""",Cз PARAISO SSCC:EXT:FS:2,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,12,2,97626,97672,5,1,1784,2015-02-28T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,R. MAEZTU- A,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,12,3,97624,98277,8,0,1784,2015-02-28T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA A,MARIA VIRGEN,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,12,4,98251,97491,4,9,502,2015-02-28T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,S. FRCO.DE ASIS,PARAISO - C,CDM PRADILLO:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44315842,447803025
3,13,1,97672,98251,2,6,511,2015-03-07T12:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,R. MAEZTU- A,S. FRCO.DE ASIS,IB PADRE CLARET:EXT:FS:1/VERDE,X,Chamartín,Q1766348,LIGA,44378822,447808221
3,13,2,98277,97489,1,5,586,2015-03-07T13:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,MARIA VIRGEN,PARAISO - A,Cз MARIA VIRGEN:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44187655,447877847
3,13,3,98544,97624,1,11,582,2015-03-07T11:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,"SANTAMARCA ""B""",SPINOLA A,Cз FUND.SANTAMARCA:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44295455,447808211
3,13,4,97491,97626,2,3,674,2015-03-07T14:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - C,SPINOLA C,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
3,14,1,97626,98277,0,3,1784,2015-03-14T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,SPINOLA C,MARIA VIRGEN,Cз CARD.M.SPINOLA:EXT.FS,X,Chamartín,Q1766348,LIGA,44316543,448008240
3,14,2,97489,97491,8,4,674,2015-03-14T10:00:00Z,1,finalizado,2014/2015,JDM GRUPO,ALEVIN-1,futsal,Q171401,ALEVIN,PARAISO - A,PARAISO - C,Cз PARAISO SSCC:EXT:FS:1,X,Chamartín,Q1766348,LIGA,44198490,447894438
